latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
11.3367,32.283,305.7,2.2,1.4,2010-01-01,0000,Aqua,MODIS,65,6.2,289,24.5,N,0
7.5393,24.1753,304.9,1,1,2010-01-01,0001,Aqua,MODIS,40,6.2,286,7.3,N,0
7.1243,27.0868,302.1,1.1,1.1,2010-01-01,0001,Aqua,MODIS,47,6.2,290.3,5.8,N,0
7.5124,24.4923,301.4,1,1,2010-01-01,0001,Aqua,MODIS,37,6.2,283.5,6,N,0
6.1618,33.1482,302.4,3.2,1.7,2010-01-01,0001,Aqua,MODIS,4,6.2,287.9,29.4,N,0
7.5916,24.2631,301.8,1,1,2010-01-01,0001,Aqua,MODIS,44,6.2,281.9,6.8,N,0
7.6008,24.1993,303.7,1,1,2010-01-01,0001,Aqua,MODIS,57,6.2,283,7.3,N,0
7.3585,26.3355,319.6,1,1,2010-01-01,0001,Aqua,MODIS,99,6.2,287.9,20.6,N,0
7.6884,24.4781,300.7,1,1,2010-01-01,0001,Aqua,MODIS,33,6.2,283.3,6.5,N,0
7.8944,23.4406,300.3,1.1,1,2010-01-01,0001,Aqua,MODIS,22,6.2,273.3,7.3,N,0
8.0055,24.641,303.8,1,1,2010-01-01,0001,Aqua,MODIS,57,6.2,284.6,6.7,N,0
8.0145,24.6423,300.4,1,1,2010-01-01,0001,Aqua,MODIS,20,6.2,284.2,4.8,N,0
6.7301,33.9621,303.7,3.6,1.8,2010-01-01,0001,Aqua,MODIS,45,6.2,287.1,40.4,N,0
6.7354,33.9304,300.7,3.6,1.8,2010-01-01,0001,Aqua,MODIS,32,6.2,287,26.6,N,0
8.4473,22.7822,308.1,1.2,1.1,2010-01-01,0001,Aqua,MODIS,73,6.2,277.5,13,N,0
8.4488,22.7716,308.8,1.2,1.1,2010-01-01,0001,Aqua,MODIS,75,6.2,275.5,13.9,N,0
8.5938,22.6967,313.6,1.2,1.1,2010-01-01,0001,Aqua,MODIS,80,6.2,279.3,16.8,N,0
8.6006,22.7194,309.5,1.2,1.1,2010-01-01,0001,Aqua,MODIS,51,6.2,279.1,12.6,N,0
8.602,22.7088,341.8,1.2,1.1,2010-01-01,0001,Aqua,MODIS,100,6.2,282.3,60.4,N,0
8.6035,22.6982,332.5,1.2,1.1,2010-01-01,0001,Aqua,MODIS,100,6.2,282,42.1,N,0
8.6102,22.7208,315.1,1.2,1.1,2010-01-01,0001,Aqua,MODIS,68,6.2,280.3,17.8,N,0
8.6117,22.7102,310.9,1.2,1.1,2010-01-01,0001,Aqua,MODIS,39,6.2,279.8,13.7,N,0
8.99,21.7519,301.1,1.4,1.2,2010-01-01,0001,Aqua,MODIS,36,6.2,276.2,10.1,N,0
8.2357,27.008,311.1,1.1,1,2010-01-01,0001,Aqua,MODIS,82,6.2,288.7,13.7,N,0
8.9292,23.1402,308.6,1.1,1.1,2010-01-01,0001,Aqua,MODIS,73,6.2,277.7,12.3,N,0
8.9306,23.1299,313.5,1.1,1.1,2010-01-01,0001,Aqua,MODIS,87,6.2,277.8,17,N,0
9.0653,23.2748,304.7,1.1,1.1,2010-01-01,0001,Aqua,MODIS,61,6.2,280.7,9.5,N,0
9.0481,23.4664,304.1,1.1,1,2010-01-01,0001,Aqua,MODIS,59,6.2,282.4,8.2,N,0
9.2212,22.361,307.7,1.3,1.1,2010-01-01,0001,Aqua,MODIS,72,6.2,281.9,13.6,N,0
8.5475,27.0698,300.3,1.1,1,2010-01-01,0001,Aqua,MODIS,24,6.2,286.2,6.2,N,0
8.5636,27.3208,303.4,1.1,1.1,2010-01-01,0001,Aqua,MODIS,55,6.2,290.8,6.5,N,0
8.3281,30.6391,328.2,1.8,1.3,2010-01-01,0001,Aqua,MODIS,100,6.2,288.4,68.4,N,0
8.3307,30.6226,311.4,1.8,1.3,2010-01-01,0001,Aqua,MODIS,82,6.2,287,29.7,N,0
8.3333,30.647,327.9,1.8,1.3,2010-01-01,0001,Aqua,MODIS,100,6.2,287.3,65,N,0
8.3359,30.6305,334.8,1.8,1.3,2010-01-01,0001,Aqua,MODIS,100,6.2,286.6,88.3,N,0
8.3451,30.6489,308.2,1.8,1.3,2010-01-01,0001,Aqua,MODIS,74,6.2,286.5,23.1,N,0
8.3478,30.6324,303.2,1.8,1.3,2010-01-01,0001,Aqua,MODIS,47,6.2,285.1,16.5,N,0
8.3694,32.9985,300,2.8,1.6,2010-01-01,0001,Aqua,MODIS,0,6.2,289.1,15.9,N,0
8.3877,32.9758,307.8,2.8,1.6,2010-01-01,0001,Aqua,MODIS,73,6.2,289.1,36.8,N,0
8.377,32.9792,303.6,2.8,1.6,2010-01-01,0001,Aqua,MODIS,32,6.2,289.1,23.8,N,0
9.6896,26.5875,302.5,1,1,2010-01-01,0001,Aqua,MODIS,50,6.2,287.8,6.4,N,0
9.0132,31.7105,308.8,2.2,1.4,2010-01-01,0001,Aqua,MODIS,76,6.2,290.6,27.1,N,0
9.026,31.7126,301.4,2.2,1.4,2010-01-01,0001,Aqua,MODIS,28,6.2,290.4,12.3,N,0
7.5929,24.254,302.5,1,1,2010-01-01,0001,Aqua,MODIS,49,6.2,281.5,7.1,N,0
10.2502,24.2075,306.4,1.1,1,2010-01-01,0001,Aqua,MODIS,68,6.2,283.1,10.1,N,0
8.5299,35.2432,303.1,4.2,1.9,2010-01-01,0001,Aqua,MODIS,53,6.2,285.1,58.1,N,0
10.276,24.9294,324.3,1,1,2010-01-01,0001,Aqua,MODIS,100,6.2,286.5,25.2,N,0
10.5848,23.7974,328.7,1.1,1,2010-01-01,0001,Aqua,MODIS,100,6.2,284.1,32.8,N,0
10.5862,23.7874,303.1,1.1,1,2010-01-01,0001,Aqua,MODIS,49,6.2,282.5,7.4,N,0
8.9313,34.382,303.7,3.5,1.8,2010-01-01,0001,Aqua,MODIS,56,6.2,290.4,33.5,N,0
10.5927,23.8086,316.9,1.1,1,2010-01-01,0001,Aqua,MODIS,94,6.2,284.2,18.3,N,0
10.5941,23.7987,304.6,1.1,1,2010-01-01,0001,Aqua,MODIS,40,6.2,283.5,8.2,N,0
10.6007,23.8199,313.7,1.1,1,2010-01-01,0001,Aqua,MODIS,88,6.2,283,15.1,N,0
10.6366,23.8351,302.6,1.1,1,2010-01-01,0001,Aqua,MODIS,50,6.2,282.1,7.6,N,0
10.0917,29.5986,301.7,1.4,1.2,2010-01-01,0001,Aqua,MODIS,44,6.2,291.6,7.6,N,0
9.8213,31.5834,304.5,2.1,1.4,2010-01-01,0001,Aqua,MODIS,33,6.2,289,19.9,N,0
9.8337,31.5855,304.2,2.1,1.4,2010-01-01,0001,Aqua,MODIS,25,6.2,289.7,19.3,N,0
9.8254,31.5725,302.3,2,1.4,2010-01-01,0001,Aqua,MODIS,46,6.2,288.1,16.9,N,0
11.3489,21.8724,304.8,1.4,1.2,2010-01-01,0001,Aqua,MODIS,62,6.2,280,15.2,N,0
8.5253,35.2386,300.5,4.2,1.9,2010-01-01,0001,Aqua,MODIS,30,6.2,285.1,48.1,N,0
11.3507,21.8593,302.5,1.4,1.2,2010-01-01,0001,Aqua,MODIS,49,6.2,278.5,13,N,0
9.9548,31.5806,301.6,2,1.4,2010-01-01,0001,Aqua,MODIS,14,6.2,288.2,14.9,N,0
10.3856,29.86,302.9,1.5,1.2,2010-01-01,0001,Aqua,MODIS,52,6.2,289.8,10.3,N,0
3.9295,26.5986,300.2,1.2,1.1,2010-01-01,0002,Aqua,MODIS,20,6.2,279.5,7.6,N,0
3.7184,28.2249,302.2,1.5,1.2,2010-01-01,0002,Aqua,MODIS,48,6.2,285.5,10.5,N,0
3.7203,28.212,300.6,1.5,1.2,2010-01-01,0002,Aqua,MODIS,30,6.2,285.4,8.9,N,0
3.7164,28.9325,328,1.6,1.3,2010-01-01,0002,Aqua,MODIS,100,6.2,278.9,58.1,N,0
3.7185,28.9179,307.4,1.6,1.3,2010-01-01,0002,Aqua,MODIS,64,6.2,274.3,20.5,N,0
3.716,28.9381,317.4,1.6,1.3,2010-01-01,0002,Aqua,MODIS,95,6.2,278.1,35.7,N,0
3.7182,28.9235,328.2,1.6,1.3,2010-01-01,0002,Aqua,MODIS,100,6.2,276.9,59.7,N,0
3.8716,28.5234,302.6,1.5,1.2,2010-01-01,0002,Aqua,MODIS,50,6.2,283.7,12,N,0
5.4104,22.355,343.8,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,282.4,63.7,N,0
5.4119,22.3449,324.7,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,277.5,30,N,0
5.343,27.8112,304.7,1.3,1.1,2010-01-01,0002,Aqua,MODIS,61,6.2,285.4,11.8,N,0
5.4094,27.7799,305.6,1.3,1.1,2010-01-01,0002,Aqua,MODIS,24,6.2,277.7,9,N,0
5.4111,27.7683,312.3,1.3,1.1,2010-01-01,0002,Aqua,MODIS,75,6.2,275.2,15.6,N,0
5.4212,27.7698,306.2,1.3,1.1,2010-01-01,0002,Aqua,MODIS,15,6.2,280.1,9.1,N,0
5.4312,27.7714,336,1.3,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,286.2,51.8,N,0
5.4413,27.773,322.8,1.3,1.1,2010-01-01,0002,Aqua,MODIS,78,6.2,289.4,28.3,N,0
5.4513,27.7745,327.2,1.3,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,289.6,35.8,N,0
5.453,27.763,324.3,1.3,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,285.2,31.2,N,0
5.4512,27.7693,328.6,1.3,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,289,38.8,N,0
5.4612,27.7708,331.4,1.3,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,283,44.5,N,0
6.2147,23.7896,326.4,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,280.6,28.1,N,0
6.2237,23.7909,306.3,1,1,2010-01-01,0002,Aqua,MODIS,67,6.2,279.5,10,N,0
5.0286,32.4048,308.5,2.9,1.6,2010-01-01,0002,Aqua,MODIS,55,6.2,288.4,39,N,0
5.0306,32.4106,307.5,2.9,1.6,2010-01-01,0002,Aqua,MODIS,58,6.2,287.1,36.7,N,0
5.0596,32.4152,317.6,2.9,1.6,2010-01-01,0002,Aqua,MODIS,95,6.2,289.8,70.1,N,0
6.0252,26.1992,301.1,1.1,1,2010-01-01,0002,Aqua,MODIS,37,6.2,287.7,6.6,N,0
5.9811,26.7848,313.5,1.1,1.1,2010-01-01,0002,Aqua,MODIS,87,6.2,287.1,15.9,N,0
6.5124,23.5108,321.8,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,273.1,24.4,N,0
6.5137,23.5014,310.8,1,1,2010-01-01,0002,Aqua,MODIS,81,6.2,272,14.1,N,0
6.5215,23.5121,319,1,1,2010-01-01,0002,Aqua,MODIS,98,6.2,276.7,21.7,N,0
6.1033,26.9738,313.3,1.1,1.1,2010-01-01,0002,Aqua,MODIS,69,6.2,290.2,14.1,N,0
6.1128,26.9752,384.3,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,296.4,207.1,N,0
6.1143,26.965,319.6,1.1,1.1,2010-01-01,0002,Aqua,MODIS,81,6.2,290.2,19.8,N,0
6.1223,26.9766,345.7,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,295.1,64.6,N,0
6.3109,25.7032,306.3,1,1,2010-01-01,0002,Aqua,MODIS,67,6.2,288.4,9.6,N,0
6.1254,26.9837,359.8,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,293.2,101.6,N,0
6.1269,26.9735,370.2,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,295.4,138.9,N,0
6.1349,26.9851,370.6,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,295.8,141.7,N,0
6.1364,26.9749,376.7,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,296.6,168.3,N,0
6.1444,26.9864,309.5,1.1,1.1,2010-01-01,0002,Aqua,MODIS,50,6.2,290.1,11,N,0
6.1459,26.9763,322.1,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,289.9,23.8,N,0
6.1729,26.9908,301.9,1.1,1.1,2010-01-01,0002,Aqua,MODIS,45,6.2,289.2,6.2,N,0
6.1888,27.014,311.8,1.1,1.1,2010-01-01,0002,Aqua,MODIS,83,6.2,289,13.6,N,0
6.1904,27.0038,314.2,1.1,1.1,2010-01-01,0002,Aqua,MODIS,89,6.2,289.9,15.6,N,0
6.4828,25.0348,309.5,1,1,2010-01-01,0002,Aqua,MODIS,74,6.2,289.3,9.7,N,0
6.4841,25.0259,313.8,1,1,2010-01-01,0002,Aqua,MODIS,81,6.2,288.4,12.5,N,0
6.2326,27.0158,309.4,1.1,1.1,2010-01-01,0002,Aqua,MODIS,77,6.2,289.3,12,N,0
6.3389,26.3771,301.2,1.1,1,2010-01-01,0002,Aqua,MODIS,32,6.2,280.5,5.7,N,0
6.3403,26.3675,310.9,1.1,1,2010-01-01,0002,Aqua,MODIS,81,6.2,285.4,12.3,N,0
6.3651,26.3908,317.3,1.1,1,2010-01-01,0002,Aqua,MODIS,95,6.2,283.3,17.6,N,0
6.3666,26.3812,338.1,1.1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,286.3,45.3,N,0
6.3758,26.3826,309.1,1.1,1,2010-01-01,0002,Aqua,MODIS,76,6.2,284.1,11.3,N,0
6.6172,24.8137,332.4,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,292.1,33.5,N,0
6.6185,24.8048,300.9,1,1,2010-01-01,0002,Aqua,MODIS,35,6.2,286.7,5.3,N,0
6.6248,24.824,315.1,1,1,2010-01-01,0002,Aqua,MODIS,91,6.2,292.4,14.3,N,0
6.6261,24.815,324.6,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,291.6,23.3,N,0
6.6331,24.8318,350.2,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,293.4,62.3,N,0
6.6344,24.8228,347.5,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,293.8,56.7,N,0
6.6357,24.8139,336.1,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,290.7,37.3,N,0
6.6422,24.7692,303,1,1,2010-01-01,0002,Aqua,MODIS,48,6.2,290,5.4,N,0
6.6407,24.842,300.3,1,1,2010-01-01,0002,Aqua,MODIS,10,6.2,289.4,3.7,N,0
6.642,24.8331,351.9,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,294.5,66.8,N,0
6.6433,24.8241,305,1,1,2010-01-01,0002,Aqua,MODIS,52,6.2,291,6.4,N,0
6.6496,24.8433,319.5,1,1,2010-01-01,0002,Aqua,MODIS,99,6.2,291.4,16.9,N,0
6.6509,24.8344,335.4,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,293.3,35.8,N,0
6.4659,26.1416,306.1,1,1,2010-01-01,0002,Aqua,MODIS,34,6.2,282.5,7.6,N,0
6.6586,24.8446,329.4,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,292.7,27.7,N,0
6.6599,24.8356,323.4,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,292.3,20.7,N,0
6.475,26.1429,351.1,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,292.7,69.5,N,0
6.6042,25.2752,300.9,1,1,2010-01-01,0002,Aqua,MODIS,35,6.2,288.2,5.6,N,0
6.6675,24.8459,331.7,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,292.3,31,N,0
6.4842,26.1442,332.5,1,1,2010-01-01,0002,Aqua,MODIS,73,6.2,292.6,34.1,N,0
6.6869,24.7757,309.1,1,1,2010-01-01,0002,Aqua,MODIS,29,6.2,290.3,8.6,N,0
6.3895,26.8399,305.6,1.1,1.1,2010-01-01,0002,Aqua,MODIS,51,6.2,288.6,9,N,0
6.391,26.8299,314.1,1.1,1.1,2010-01-01,0002,Aqua,MODIS,88,6.2,286.1,16,N,0
6.4919,26.155,330.2,1,1,2010-01-01,0002,Aqua,MODIS,74,6.2,281,30.5,N,0
6.4933,26.1456,367.4,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,294,114.9,N,0
6.6854,24.8485,319.6,1,1,2010-01-01,0002,Aqua,MODIS,99,6.2,290.6,17.4,N,0
6.6959,24.777,311.2,1,1,2010-01-01,0002,Aqua,MODIS,44,6.2,289,10.4,N,0
5.5337,32.4956,331.4,2.9,1.6,2010-01-01,0002,Aqua,MODIS,100,6.2,290.3,143.7,N,0
5.5377,32.4699,335,2.9,1.6,2010-01-01,0002,Aqua,MODIS,100,6.2,288.9,166.9,N,0
6.3989,26.8413,324.4,1.1,1.1,2010-01-01,0002,Aqua,MODIS,77,6.2,290.6,25.3,N,0
6.4004,26.8313,339,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,289.4,48.4,N,0
6.501,26.1563,327.5,1,1,2010-01-01,0002,Aqua,MODIS,70,6.2,282.5,27,N,0
6.5024,26.1469,320,1,1,2010-01-01,0002,Aqua,MODIS,22,6.2,291.2,17.8,N,0
6.6943,24.8497,305.6,1,1,2010-01-01,0002,Aqua,MODIS,42,6.2,287.2,7.1,N,0
5.5481,32.4979,310.3,2.9,1.6,2010-01-01,0002,Aqua,MODIS,80,6.2,288.8,44.5,N,0
5.5521,32.4722,319.9,2.9,1.6,2010-01-01,0002,Aqua,MODIS,99,6.2,289.1,82.1,N,0
6.4098,26.8327,319.8,1.1,1.1,2010-01-01,0002,Aqua,MODIS,62,6.2,285.8,19.2,N,0
6.6862,24.9672,300,1,1,2010-01-01,0002,Aqua,MODIS,8,6.2,288.9,4.8,N,0
6.4162,26.8541,319.5,1.1,1.1,2010-01-01,0002,Aqua,MODIS,90,6.2,289.7,19.6,N,0
6.4177,26.8441,308.5,1.1,1.1,2010-01-01,0002,Aqua,MODIS,71,6.2,284.7,9.4,N,0
6.4192,26.8341,309.1,1.1,1.1,2010-01-01,0002,Aqua,MODIS,72,6.2,284.2,10.1,N,0
6.5193,26.1589,326.2,1,1,2010-01-01,0002,Aqua,MODIS,92,6.2,290,25.8,N,0
5.5257,32.4732,300.1,2.9,1.6,2010-01-01,0002,Aqua,MODIS,8,6.2,288.5,15.1,N,0
6.4229,26.8505,328.1,1.1,1.1,2010-01-01,0002,Aqua,MODIS,86,6.2,288.4,28.3,N,0
5.536,32.5011,324.9,2.9,1.6,2010-01-01,0002,Aqua,MODIS,100,6.2,289.7,104.9,N,0
5.5402,32.4755,348.1,2.9,1.6,2010-01-01,0002,Aqua,MODIS,100,6.2,289.9,271,N,0
6.4323,26.8519,337.2,1.1,1.1,2010-01-01,0002,Aqua,MODIS,99,6.2,289,42,N,0
5.5546,32.4777,314,2.9,1.6,2010-01-01,0002,Aqua,MODIS,88,6.2,288.9,57.6,N,0
6.4417,26.8533,321.5,1.1,1.1,2010-01-01,0002,Aqua,MODIS,71,6.2,287.3,19.4,N,0
6.6669,25.3544,308,1,1,2010-01-01,0002,Aqua,MODIS,73,6.2,289.1,9.4,N,0
6.3924,27.2415,301.7,1.2,1.1,2010-01-01,0002,Aqua,MODIS,43,6.2,288.5,6.3,N,0
6.4496,26.8647,331.7,1.1,1.1,2010-01-01,0002,Aqua,MODIS,95,6.2,291.9,33.9,N,0
6.4511,26.8547,345.8,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,288,60.5,N,0
6.6758,25.3557,303.7,1,1,2010-01-01,0002,Aqua,MODIS,57,6.2,288.8,6.6,N,0
6.7722,24.7025,333.2,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,288.9,33.6,N,0
6.459,26.8661,350.5,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,294.8,72,N,0
6.4605,26.8561,378,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,294.3,168.2,N,0
6.7824,24.6948,312.7,1,1,2010-01-01,0002,Aqua,MODIS,47,6.2,290.1,11.5,N,0
6.4684,26.8674,332.9,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,292.7,36.4,N,0
6.4699,26.8575,336.3,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,288.4,42,N,0
6.7914,24.6961,315.9,1,1,2010-01-01,0002,Aqua,MODIS,34,6.2,290.5,13,N,0
6.7953,24.6693,303.8,1,1,2010-01-01,0002,Aqua,MODIS,57,6.2,286,7,N,0
6.4779,26.8688,332,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,292.7,35.5,N,0
6.4794,26.8588,328.5,1.1,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,289.1,30,N,0
6.795,24.7332,316.9,1,1,2010-01-01,0002,Aqua,MODIS,78,6.2,288.5,15.1,N,0
6.8003,24.6974,310.3,1,1,2010-01-01,0002,Aqua,MODIS,11,6.2,289.3,8.9,N,0
6.4385,27.1954,316.7,1.2,1.1,2010-01-01,0002,Aqua,MODIS,82,6.2,288.5,18.5,N,0
6.4466,27.2073,306.8,1.2,1.1,2010-01-01,0002,Aqua,MODIS,45,6.2,287.2,9.5,N,0
6.4481,27.1969,368.2,1.2,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,294,137.6,N,0
6.4497,27.1865,310.2,1.2,1.1,2010-01-01,0002,Aqua,MODIS,33,6.2,289,11.6,N,0
6.4967,26.8716,313.1,1.1,1.1,2010-01-01,0002,Aqua,MODIS,86,6.2,287.8,13.4,N,0
6.4982,26.8616,318.8,1.1,1.1,2010-01-01,0002,Aqua,MODIS,97,6.2,289.1,19,N,0
6.5973,26.1953,313.6,1.1,1,2010-01-01,0002,Aqua,MODIS,71,6.2,290.2,14.5,N,0
6.7127,25.4162,302.8,1,1,2010-01-01,0002,Aqua,MODIS,51,6.2,290.4,5.9,N,0
6.8129,24.7358,312.6,1,1,2010-01-01,0002,Aqua,MODIS,42,6.2,290.4,11.4,N,0
6.4577,27.1982,337,1.2,1.1,2010-01-01,0002,Aqua,MODIS,100,6.2,291.9,48.2,N,0
6.5076,26.8631,303.5,1.1,1.1,2010-01-01,0002,Aqua,MODIS,48,6.2,288.7,6.4,N,0
6.605,26.206,306.2,1.1,1,2010-01-01,0002,Aqua,MODIS,17,6.2,289.5,8.6,N,0
6.7216,25.4175,321.2,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,290.5,19.9,N,0
6.8205,24.746,320.8,1,1,2010-01-01,0002,Aqua,MODIS,100,6.2,291.1,19.3,N,0
6.4617000000000004,27.195,317.4,1.2,1.1,2010-01-01,0002,Aqua,MODIS,21,6.2,290.4,17.2,N,0
6.6086,26.2325,314.7,1.1,1,2010-01-01,0002,Aqua,MODIS,28,6.2,289.8,14.1,N,0
6.8288,24.7538,320.1,1,1,2010-01-01,0002,Aqua,MODIS,93,6.2,289.8,17.8,N,0
6.6177,26.2338,322.4,1.1,1,2010-01-01,0002,Aqua,MODIS,76,6.2,290,21.4,N,0
6.6248,26.1869,300.1,1,1,2010-01-01,0002,Aqua,MODIS,5,6.2,288,4.1,N,0
6.8377,24.7551,305.2,1,1,2010-01-01,0002,Aqua,MODIS,7,6.2,288.8,6.9,N,0
