latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
29.1606,48.0223,332.5,1,1,2010-01-01,0739,Terra,MODIS,88,6.2,291,30.7,D,0
29.2946,49.5487,320.1,1.1,1.1,2010-01-01,0739,Terra,MODIS,72,6.2,289,19.9,D,3
28.8818,47.7317,344.3,1,1,2010-01-01,0739,Terra,MODIS,93,6.2,291.1,50.4,D,0
28.8803,47.7419,328.3,1,1,2010-01-01,0739,Terra,MODIS,85,6.2,289,25.8,D,0
25.6353,49.3923,309.9,1.2,1.1,2010-01-01,0740,Terra,MODIS,60,6.2,289.5,10.6,D,2
28.492,49.7152,344.5,1.2,1.1,2010-01-01,0740,Terra,MODIS,92,6.2,293.1,63.3,D,3
26.7863,50.006,308.1,1.3,1.1,2010-01-01,0740,Terra,MODIS,38,6.2,294.1,6.8,D,0
27.0142,49.5729,310.7,1.2,1.1,2010-01-01,0740,Terra,MODIS,63,6.2,295,8.2,D,2
26.7874,49.9997,312.9,1.3,1.1,2010-01-01,0740,Terra,MODIS,63,6.2,294.2,11.5,D,0
27.0122,49.5847,311,1.2,1.1,2010-01-01,0740,Terra,MODIS,63,6.2,295.6,8.4,D,2
23.9809,38.2284,320.5,2.5,1.5,2010-01-01,0741,Terra,MODIS,0,6.2,300.7,43,D,0
42.9862,71.2085,308.7,2.6,1.6,2010-01-01,0741,Aqua,MODIS,68,6.2,288.1,35.1,D,0
42.998,71.2335,303.3,2.6,1.6,2010-01-01,0741,Aqua,MODIS,56,6.2,287.4,23.8,D,0
42.9905,71.2027,309.9,2.6,1.6,2010-01-01,0741,Aqua,MODIS,69,6.2,288.2,41.6,D,0
13.1087,37.0847,328.3,2.1,1.4,2010-01-01,0744,Terra,MODIS,76,6.2,304.1,53,D,0
13.2915,37.6821,328.3,1.9,1.3,2010-01-01,0744,Terra,MODIS,77,6.2,305.8,44.1,D,0
13.2959,37.6898,322.8,1.9,1.3,2010-01-01,0744,Terra,MODIS,69,6.2,305.6,30.8,D,0
13.2979,37.6734,318.1,1.9,1.4,2010-01-01,0744,Terra,MODIS,55,6.2,303.2,19.1,D,0
13.0522,36.2654,332.3,2.4,1.5,2010-01-01,0744,Terra,MODIS,81,6.2,310.1,71.1,D,0
13.0549,36.2429,327.7,2.4,1.5,2010-01-01,0744,Terra,MODIS,75,6.2,307.8,50.5,D,0
13.1437,35.4973,326.2,2.8,1.6,2010-01-01,0744,Terra,MODIS,73,6.2,309.5,55.5,D,0
12.9585,42.8154,310.5,1,1,2010-01-01,0744,Terra,MODIS,39,6.2,299.9,7.1,D,3
13.2083,33.0092,330.5,4.4,1.9,2010-01-01,0744,Terra,MODIS,79,6.2,305.5,176.3,D,0
11.7637,35.9278,316.7,2.5,1.5,2010-01-01,0744,Terra,MODIS,35,6.2,303.4,22.5,D,0
13.1779,32.9651,317.5,4.4,1.9,2010-01-01,0744,Terra,MODIS,38,6.2,302,68.9,D,0
11.8067,36.1359,324.3,2.4,1.5,2010-01-01,0744,Terra,MODIS,70,6.2,304.9,43.6,D,0
13.2064,33.0034,329,4.4,1.9,2010-01-01,0744,Terra,MODIS,77,6.2,304.5,160.9,D,0
8.459,33.446,322.5,3.4,1.7,2010-01-01,0745,Terra,MODIS,70,6.2,293.9,81,D,0
8.4628,33.4148,321.7,3.5,1.8,2010-01-01,0745,Terra,MODIS,67,6.2,293.5,74.9,D,0
8.6084,32.5009,319.4,4.1,1.9,2010-01-01,0745,Terra,MODIS,58,6.2,297.9,80.7,D,0
8.6129,32.4638,315.8,4.1,1.9,2010-01-01,0745,Terra,MODIS,35,6.2,296.2,56.3,D,0
8.6121,32.5089,325.3,4.1,1.9,2010-01-01,0745,Terra,MODIS,35,6.2,297.7,117.2,D,0
8.629,32.5109,321.7,4.1,1.9,2010-01-01,0745,Terra,MODIS,39,6.2,297.2,93,D,0
8.6511,32.3225,311.7,4.3,1.9,2010-01-01,0745,Terra,MODIS,52,6.2,296.2,40.8,D,0
8.4193,34.9396,325,2.6,1.6,2010-01-01,0745,Terra,MODIS,79,6.2,302.4,47.4,D,0
8.4222,34.9177,356.5,2.6,1.6,2010-01-01,0745,Terra,MODIS,98,6.2,301,274.9,D,0
8.4364,34.9181,337.9,2.6,1.6,2010-01-01,0745,Terra,MODIS,89,6.2,302.9,118.7,D,0
8.4275,34.924,370.1,2.6,1.6,2010-01-01,0745,Terra,MODIS,100,6.2,303.1,436.1,D,0
8.4303,34.9016,325.6,2.7,1.6,2010-01-01,0745,Terra,MODIS,79,6.2,300.8,57.3,D,0
8.5224,35.2249,312.9,2.5,1.5,2010-01-01,0745,Terra,MODIS,45,6.2,297,22.1,D,0
8.8247,32.9458,316,3.8,1.8,2010-01-01,0745,Terra,MODIS,65,6.2,295.8,50,D,0
8.9798,31.6705,333.2,4.8,2,2010-01-01,0745,Terra,MODIS,85,6.2,301.1,240.4,D,0
9.0158,31.6745,317,4.8,2,2010-01-01,0745,Terra,MODIS,42,6.2,301.1,76.9,D,0
8.8317,32.9524,314.6,3.8,1.8,2010-01-01,0745,Terra,MODIS,56,6.2,295.7,38,D,0
8.9784,31.6758,343.5,4.8,2,2010-01-01,0745,Terra,MODIS,92,6.2,301,395.5,D,0
9.1102,33.1025,313.4,3.8,1.8,2010-01-01,0745,Terra,MODIS,58,6.2,297.8,31,D,0
8.9345,34.3763,315.1,3,1.6,2010-01-01,0745,Terra,MODIS,40,6.2,299.5,26.3,D,0
9.1695,34.3076,311.7,3,1.7,2010-01-01,0745,Terra,MODIS,26,6.2,298,18.5,D,0
9.4231,34.0956,319.9,3.2,1.7,2010-01-01,0745,Terra,MODIS,65,6.2,303,38.4,D,0
9.5743,34.2178,322,3.1,1.7,2010-01-01,0745,Terra,MODIS,75,6.2,298.8,67.1,D,0
9.6162,34.2481,314.4,3.1,1.7,2010-01-01,0745,Terra,MODIS,50,6.2,298.9,30,D,0
9.615,34.2541,314.6,3.1,1.7,2010-01-01,0745,Terra,MODIS,54,6.2,299,30.3,D,0
9.63,34.2554,314,3.1,1.7,2010-01-01,0745,Terra,MODIS,46,6.2,300.3,25.8,D,0
9.878,33.2184,315.2,3.8,1.8,2010-01-01,0745,Terra,MODIS,43,6.2,298.6,36.3,D,0
9.8901,33.2544,314.5,3.8,1.8,2010-01-01,0745,Terra,MODIS,51,6.2,298.6,33.2,D,0
8.4871,32.3287,321.3,4.2,1.9,2010-01-01,0745,Terra,MODIS,45,6.2,297.9,87.8,D,0
8.6252,32.5029,333.6,4.1,1.9,2010-01-01,0745,Terra,MODIS,86,6.2,297.8,205.4,D,0
8.536,35.2268,318.9,2.5,1.5,2010-01-01,0745,Terra,MODIS,71,6.2,297.6,41.1,D,0
9.2897,34.9207,310.8,2.7,1.6,2010-01-01,0745,Terra,MODIS,43,6.2,296.2,26.8,D,0
8.5041,32.3308,343.2,4.2,1.9,2010-01-01,0745,Terra,MODIS,92,6.2,298.6,327.8,D,0
8.5416,32.3407,316.6,4.2,1.9,2010-01-01,0745,Terra,MODIS,39,6.2,297.3,61.9,D,0
8.5087,32.2926,324.3,4.3,1.9,2010-01-01,0745,Terra,MODIS,59,6.2,296.7,111.8,D,0
8.4643,33.4406,326.3,3.4,1.7,2010-01-01,0745,Terra,MODIS,48,6.2,294.7,100.3,D,0
9.7724,34.448,315.9,3,1.7,2010-01-01,0745,Terra,MODIS,32,6.2,300,38.1,D,0
9.8813,33.2591,313.9,3.8,1.8,2010-01-01,0745,Terra,MODIS,46,6.2,298.1,30.9,D,0
9.8852,33.225,328.7,3.8,1.8,2010-01-01,0745,Terra,MODIS,81,6.2,298.9,132.7,D,0
9.8758,34.4735,314.4,3,1.7,2010-01-01,0745,Terra,MODIS,34,6.2,301.9,24.8,D,0
10.1856,32.4473,322.7,4.4,1.9,2010-01-01,0745,Terra,MODIS,74,6.2,301.8,102.1,D,0
10.1904,32.4075,314.2,4.4,1.9,2010-01-01,0745,Terra,MODIS,57,6.2,301,38.7,D,0
10.1876,32.4533,321.2,4.4,1.9,2010-01-01,0745,Terra,MODIS,72,6.2,302.1,89.1,D,0
10.1921,32.4135,317.8,4.4,1.9,2010-01-01,0745,Terra,MODIS,66,6.2,301.1,63.3,D,0
10.0382,34.5029,324.5,3,1.7,2010-01-01,0745,Terra,MODIS,77,6.2,301.1,78.6,D,0
10.0422,34.4718,327.2,3,1.7,2010-01-01,0745,Terra,MODIS,80,6.2,300.1,94,D,0
10.3136,32.427,314.2,4.4,1.9,2010-01-01,0745,Terra,MODIS,53,6.2,301.6,40.5,D,0
9.6581,37.4561,319.2,1.8,1.3,2010-01-01,0745,Terra,MODIS,70,6.2,303.1,26.6,D,0
10.0378,34.5121,316.6,3,1.7,2010-01-01,0745,Terra,MODIS,65,6.2,300.9,39.6,D,0
10.0417,34.4799,334.7,3,1.7,2010-01-01,0745,Terra,MODIS,86,6.2,300.4,142.9,D,0
10.3149,32.4348,314.2,4.4,1.9,2010-01-01,0745,Terra,MODIS,55,6.2,301.5,43.6,D,0
10.0323,35.8543,312.5,2.4,1.5,2010-01-01,0745,Terra,MODIS,42,6.2,300.2,15.7,D,0
10.2188,34.5115,316.2,3,1.7,2010-01-01,0745,Terra,MODIS,63,6.2,299.4,40.9,D,0
10.2184,34.5201,315.4,3,1.7,2010-01-01,0745,Terra,MODIS,59,6.2,299.5,39.1,D,0
10.2418,35.0454,318.4,2.8,1.6,2010-01-01,0745,Terra,MODIS,67,6.2,302.2,38.1,D,0
10.2479,34.9973,314.1,2.8,1.6,2010-01-01,0745,Terra,MODIS,41,6.2,300.7,22.3,D,0
10.2453,35.0524,316.3,2.8,1.6,2010-01-01,0745,Terra,MODIS,58,6.2,302.3,28.6,D,0
10.2484,35.0269,316.2,2.8,1.6,2010-01-01,0745,Terra,MODIS,60,6.2,300.8,28.8,D,0
10.1074,37.2742,316.9,1.8,1.3,2010-01-01,0745,Terra,MODIS,53,6.2,303.2,10.3,D,0
10.1766,37.1687,316.5,1.9,1.3,2010-01-01,0745,Terra,MODIS,47,6.2,303.3,13.4,D,0
10.1784,37.1547,327.7,1.9,1.3,2010-01-01,0745,Terra,MODIS,79,6.2,302.2,43.7,D,0
10.3788,36.6967,318,2.1,1.4,2010-01-01,0745,Terra,MODIS,40,6.2,305.1,18.9,D,0
10.3812,36.6784,318.2,2.1,1.4,2010-01-01,0745,Terra,MODIS,46,6.2,302.6,20.3,D,0
10.3911,36.6999,328.6,2.1,1.4,2010-01-01,0745,Terra,MODIS,77,6.2,305.5,49.2,D,0
10.3935,36.6816,325.5,2.1,1.4,2010-01-01,0745,Terra,MODIS,64,6.2,301.6,40.2,D,0
10.4185,36.4923,316.4,2.1,1.4,2010-01-01,0745,Terra,MODIS,41,6.2,301.3,21,D,0
10.3831,36.6843,326.1,2.1,1.4,2010-01-01,0745,Terra,MODIS,60,6.2,303.6,41,D,0
10.419,36.4977,316.6,2.1,1.4,2010-01-01,0745,Terra,MODIS,35,6.2,301.2,21.8,D,0
10.6011,37.1857,327.9,1.9,1.3,2010-01-01,0745,Terra,MODIS,78,6.2,302.6,43.6,D,0
10.6057,37.1931,328.8,1.9,1.3,2010-01-01,0745,Terra,MODIS,79,6.2,305.4,45.3,D,0
10.646,37.1645,329.2,1.9,1.3,2010-01-01,0745,Terra,MODIS,80,6.2,306.2,44.9,D,0
10.6483,37.1472,317.8,1.9,1.4,2010-01-01,0745,Terra,MODIS,42,6.2,304,13.1,D,0
11.3109,32.2346,318.4,4.7,2,2010-01-01,0745,Terra,MODIS,25,6.2,302.1,66,D,0
10.4603,36.5784,316.8,2.1,1.4,2010-01-01,0745,Terra,MODIS,45,6.2,302,19.5,D,0
11.3151,32.1973,317,4.7,2,2010-01-01,0745,Terra,MODIS,48,6.2,300.5,58.3,D,0
11.3817,32.2479,324.8,4.7,2,2010-01-01,0745,Terra,MODIS,74,6.2,305.2,128.7,D,0
11.3866,32.205,321.2,4.7,2,2010-01-01,0745,Terra,MODIS,68,6.2,302.1,96.2,D,0
11.3103,32.2403,315.5,4.7,2,2010-01-01,0745,Terra,MODIS,20,6.2,302.2,44.4,D,0
11.3852,32.2126,325.3,4.7,2,2010-01-01,0745,Terra,MODIS,75,6.2,302.4,136.1,D,0
11.3805,32.2556,321.6,4.7,2,2010-01-01,0745,Terra,MODIS,69,6.2,305.3,96.3,D,0
10.9841,35.825,320.4,2.5,1.5,2010-01-01,0745,Terra,MODIS,67,6.2,304.6,30.5,D,0
9.8943,33.2203,318.5,3.8,1.8,2010-01-01,0745,Terra,MODIS,68,6.2,299.2,57.3,D,0
10.3954,36.6877,335.2,2.1,1.4,2010-01-01,0745,Terra,MODIS,83,6.2,302.2,77,D,0
5.0163,31.6064,322.6,4.3,1.9,2010-01-01,0746,Terra,MODIS,69,6.2,298.2,79.9,D,0
4.9954,31.9045,320.9,4,1.9,2010-01-01,0746,Terra,MODIS,66,6.2,298.9,47.2,D,0
5.7024,31.4626,320.9,4.5,1.9,2010-01-01,0746,Terra,MODIS,62,6.2,297.4,76,D,0
5.7198,31.4648,318.4,4.5,1.9,2010-01-01,0746,Terra,MODIS,12,6.2,297.8,57.3,D,0
5.7683,32.0549,317.9,4,1.9,2010-01-01,0746,Terra,MODIS,42,6.2,295.3,60.1,D,0
5.8983,31.2001,317.7,4.7,2,2010-01-01,0746,Terra,MODIS,62,6.2,296.9,68.7,D,0
5.7728,32.0629,319.4,4,1.9,2010-01-01,0746,Terra,MODIS,49,6.2,295.6,69.7,D,0
5.8968,32.1512,320.1,4,1.9,2010-01-01,0746,Terra,MODIS,68,6.2,293.6,86.6,D,0
5.9023,32.1578,320,4,1.9,2010-01-01,0746,Terra,MODIS,68,6.2,293.8,88.2,D,0
5.9069,32.1221,318.7,4,1.9,2010-01-01,0746,Terra,MODIS,66,6.2,294,79.6,D,0
5.9872,32.823,320.2,3.5,1.8,2010-01-01,0746,Terra,MODIS,69,6.2,295.4,53.9,D,0
5.9809,32.8281,318.1,3.5,1.8,2010-01-01,0746,Terra,MODIS,59,6.2,295.3,42.8,D,0
5.9845,32.9242,319.7,3.5,1.8,2010-01-01,0746,Terra,MODIS,35,6.2,292.3,52.1,D,0
5.9967,32.8301,318.6,3.5,1.8,2010-01-01,0746,Terra,MODIS,55,6.2,295.6,43.2,D,0
6.1417,32.9886,319.4,3.4,1.7,2010-01-01,0746,Terra,MODIS,51,6.2,296.5,42.5,D,0
6.2061,32.7395,315.4,3.6,1.8,2010-01-01,0746,Terra,MODIS,57,6.2,294.6,42.6,D,0
6.2221,32.7415,314.1,3.6,1.8,2010-01-01,0746,Terra,MODIS,46,6.2,295.1,34.4,D,0
6.1881,33.1186,320.8,3.4,1.7,2010-01-01,0746,Terra,MODIS,63,6.2,295.9,56.1,D,0
6.1833,33.1253,318.8,3.4,1.7,2010-01-01,0746,Terra,MODIS,23,6.2,295.7,42.4,D,0
6.4438,31.9998,315.1,4.2,1.9,2010-01-01,0746,Terra,MODIS,37,6.2,296,40.3,D,0
6.4558,32.0391,314.4,4.1,1.9,2010-01-01,0746,Terra,MODIS,26,6.2,294.9,35.8,D,0
6.4607,32.0019,325.2,4.2,1.9,2010-01-01,0746,Terra,MODIS,77,6.2,296.3,119.7,D,0
6.4477,32.006,317,4.2,1.9,2010-01-01,0746,Terra,MODIS,62,6.2,295.9,55.6,D,0
6.4647,32.0081,327.3,4.2,1.9,2010-01-01,0746,Terra,MODIS,80,6.2,295.8,137.9,D,0
6.5588,33.9711,328.6,2.9,1.6,2010-01-01,0746,Terra,MODIS,81,6.2,295.6,86.7,D,0
6.5601,33.9771,325.9,2.9,1.6,2010-01-01,0746,Terra,MODIS,78,6.2,296.2,71.1,D,0
6.5634,33.9508,318.7,2.9,1.6,2010-01-01,0746,Terra,MODIS,55,6.2,293.8,39.5,D,0
7.3986,33.1362,319.2,3.5,1.8,2010-01-01,0746,Terra,MODIS,61,6.2,296.2,49.7,D,0
7.4028,33.1046,319.1,3.5,1.8,2010-01-01,0746,Terra,MODIS,59,6.2,296.3,49.3,D,0
7.3965,33.1098,323.2,3.5,1.8,2010-01-01,0746,Terra,MODIS,76,6.2,296.4,73.2,D,0
7.4241,33.1454,321.5,3.5,1.8,2010-01-01,0746,Terra,MODIS,26,6.2,296.9,52.8,D,0
7.4158,33.5753,320.1,3.2,1.7,2010-01-01,0746,Terra,MODIS,65,6.2,295,49.7,D,0
7.4311,33.5772,318.2,3.2,1.7,2010-01-01,0746,Terra,MODIS,31,6.2,294.4,38.5,D,0
7.4126,33.5822,317.7,3.2,1.7,2010-01-01,0746,Terra,MODIS,38,6.2,295.1,37.1,D,0
7.4853,33.7373,320.8,3.2,1.7,2010-01-01,0746,Terra,MODIS,59,6.2,295,55.7,D,0
7.489,33.7089,331.2,3.2,1.7,2010-01-01,0746,Terra,MODIS,81,6.2,294.3,121,D,0
7.7213,32.0546,315.4,4.3,1.9,2010-01-01,0746,Terra,MODIS,46,6.2,297.3,34.7,D,0
7.7264,32.0157,317,4.3,1.9,2010-01-01,0746,Terra,MODIS,57,6.2,299.5,43.5,D,0
7.487,33.7144,337.7,3.2,1.7,2010-01-01,0746,Terra,MODIS,89,6.2,294.9,170.4,D,0
7.7286,32.022,318.3,4.3,1.9,2010-01-01,0746,Terra,MODIS,66,6.2,299.3,54.2,D,0
8.1025,33.3069,317.4,3.5,1.8,2010-01-01,0746,Terra,MODIS,71,6.2,297,40.6,D,0
8.2313,32.3105,318,4.2,1.9,2010-01-01,0746,Terra,MODIS,62,6.2,297.7,58.3,D,0
8.2102,32.6061,314.8,4,1.9,2010-01-01,0746,Terra,MODIS,48,6.2,298,35.4,D,0
8.2483,32.3125,325.9,4.2,1.9,2010-01-01,0746,Terra,MODIS,75,6.2,298.1,115.1,D,0
8.2349,32.3165,325.4,4.2,1.9,2010-01-01,0746,Terra,MODIS,80,6.2,298.1,114.7,D,0
8.2157,32.6125,326.7,4,1.9,2010-01-01,0746,Terra,MODIS,81,6.2,298.3,123.9,D,0
8.2519,32.3185,323.4,4.2,1.9,2010-01-01,0746,Terra,MODIS,78,6.2,298.1,98.3,D,0
8.0139,34.4493,329.3,2.8,1.6,2010-01-01,0746,Terra,MODIS,83,6.2,300.9,74.2,D,0
8.2859,32.3225,352.3,4.2,1.9,2010-01-01,0746,Terra,MODIS,96,6.2,299.1,456.3,D,0
8.2906,32.2846,334.8,4.2,1.9,2010-01-01,0746,Terra,MODIS,87,6.2,297.6,202.3,D,0
8.3199,32.3264,328.3,4.2,1.9,2010-01-01,0746,Terra,MODIS,82,6.2,298.5,135.5,D,0
8.203,33.3569,322.9,3.5,1.8,2010-01-01,0746,Terra,MODIS,72,6.2,295.6,73.5,D,0
8.0161,34.4566,327.5,2.8,1.6,2010-01-01,0746,Terra,MODIS,82,6.2,301.6,61.6,D,0
8.0192,34.4311,324.8,2.8,1.6,2010-01-01,0746,Terra,MODIS,79,6.2,300.3,47.7,D,0
8.2719,32.3284,332.4,4.2,1.9,2010-01-01,0746,Terra,MODIS,85,6.2,297.8,175.2,D,0
8.2889,32.3305,339.8,4.2,1.9,2010-01-01,0746,Terra,MODIS,90,6.2,298.6,262.1,D,0
8.2934,32.2926,340.7,4.2,1.9,2010-01-01,0746,Terra,MODIS,90,6.2,297.9,275,D,0
8.3229,32.3345,326.6,4.2,1.9,2010-01-01,0746,Terra,MODIS,78,6.2,298.1,117.1,D,0
8.2126,33.3654,322.4,3.5,1.8,2010-01-01,0746,Terra,MODIS,76,6.2,295.8,74.5,D,0
8.3569,32.3385,322.1,4.2,1.9,2010-01-01,0746,Terra,MODIS,61,6.2,298.4,84.4,D,0
8.3739,32.3405,318.8,4.2,1.9,2010-01-01,0746,Terra,MODIS,50,6.2,297.9,61.6,D,0
8.3605,32.3447,322.2,4.2,1.9,2010-01-01,0746,Terra,MODIS,67,6.2,298,86.3,D,0
8.121,34.579,317.5,2.8,1.6,2010-01-01,0746,Terra,MODIS,71,6.2,298.5,23.2,D,0
8.2166,34.0565,324.2,3.1,1.7,2010-01-01,0746,Terra,MODIS,62,6.2,301.5,62.6,D,0
8.3539,32.9598,329.2,3.8,1.8,2010-01-01,0746,Terra,MODIS,83,6.2,295.1,132.8,D,0
8.333,33.2575,310.9,3.6,1.8,2010-01-01,0746,Terra,MODIS,28,6.2,291.8,28.9,D,0
8.3701,32.9617,332.3,3.8,1.8,2010-01-01,0746,Terra,MODIS,85,6.2,295.8,163.6,D,0
8.418,32.5768,314.8,4,1.9,2010-01-01,0746,Terra,MODIS,46,6.2,297.2,38.8,D,0
8.4225,32.5404,314.6,4.1,1.9,2010-01-01,0746,Terra,MODIS,42,6.2,297.7,36,D,0
8.3821,32.9974,314.1,3.7,1.8,2010-01-01,0746,Terra,MODIS,26,6.2,292.7,39.2,D,0
8.3864,32.9637,319.8,3.8,1.8,2010-01-01,0746,Terra,MODIS,68,6.2,294.7,71.8,D,0
8.5336,31.9267,314,4.5,2,2010-01-01,0746,Terra,MODIS,61,6.2,298.4,47.5,D,0
8.5013,32.3228,349.9,4.2,1.9,2010-01-01,0746,Terra,MODIS,95,6.2,298.9,438.7,D,0
8.4842,32.3208,313.8,4.2,1.9,2010-01-01,0746,Terra,MODIS,50,6.2,297.5,44.6,D,0
8.3772,32.9699,322.8,3.8,1.8,2010-01-01,0746,Terra,MODIS,66,6.2,295.2,87.9,D,0
8.5184,32.3247,326.7,4.2,1.9,2010-01-01,0746,Terra,MODIS,72,6.2,297.9,135.8,D,0
8.4268,32.5484,317.6,4.1,1.9,2010-01-01,0746,Terra,MODIS,45,6.2,297.5,52.9,D,0
7.3457,32.3319,323.9,4.1,1.9,2010-01-01,0746,Terra,MODIS,77,6.2,296.3,92.3,D,0
7.3431,33.1931,316.9,3.5,1.8,2010-01-01,0746,Terra,MODIS,66,6.2,296.7,37.3,D,0
8.2764,32.2905,320.6,4.2,1.9,2010-01-01,0746,Terra,MODIS,35,6.2,296.5,66.6,D,0
4.9904,31.8982,321.9,4,1.9,2010-01-01,0746,Terra,MODIS,67,6.2,298.8,53.7,D,0
6.5277,34.5558,315.7,2.6,1.6,2010-01-01,0746,Terra,MODIS,58,6.2,294.3,24.3,D,0
5.0304,31.6025,320.6,4.3,1.9,2010-01-01,0746,Terra,MODIS,63,6.2,298.3,67.9,D,0
6.5245,34.5797,314,2.6,1.6,2010-01-01,0746,Terra,MODIS,36,6.2,292.2,19,D,0
4.0357,32.0001,326,3.8,1.8,2010-01-01,0747,Terra,MODIS,77,6.2,295.6,100.1,D,0
4.0684,32.0039,320.7,3.8,1.8,2010-01-01,0747,Terra,MODIS,70,6.2,296.2,65.6,D,0
4.0731,31.9704,317.7,3.8,1.8,2010-01-01,0747,Terra,MODIS,64,6.2,295,50.9,D,0
4.0755,32.0103,318.1,3.8,1.8,2010-01-01,0747,Terra,MODIS,65,6.2,296.1,46,D,0
